#{"t_start": 1683782990.5241468, "env_id": null}
r,l,t
-94.700005,54,582.148179
-93.600006,65,582.148281
-95.0,51,582.426529
-92.8,73,582.508324
-94.700005,54,582.897008
-94.8,53,583.774707
-94.600006,55,584.401305
-94.600006,55,584.799632
-93.3,68,584.960067
-90.6,95,585.023892
-94.8,53,585.624415
-93.5,66,586.345956
-95.0,51,586.468628
-94.8,53,586.665616
-93.4,67,588.132667
-92.4,77,588.208925
-94.8,53,588.529097
-94.9,52,588.826366
-91.600006,85,588.826453
-94.8,53,589.092017
-94.600006,55,589.294419
-92.8,73,589.448604
-94.8,53,589.685447
-94.9,52,590.434117
-93.3,68,591.67775
-93.5,66,591.730862
-94.700005,54,592.687977
-94.600006,55,593.015456
-94.5,56,593.526344
-92.9,72,593.613848
-92.8,73,593.745084
-93.4,67,594.551235
-92.700005,74,594.759093
-92.4,77,594.759172
-93.4,67,594.812414
-91.600006,85,596.618968
-93.3,68,596.710642
-93.700005,64,597.319876
-92.200005,79,597.486665
-94.8,53,597.646527
-92.9,72,598.440171
-94.700005,54,598.761909
-93.4,67,599.802542
-91.700005,84,600.012543
-91.8,83,600.012661
-92.700005,74,600.274011
-91.90001,82,601.053149
-94.700005,54,601.939767
-94.700005,54,602.737496
-93.200005,69,602.902623
-94.700005,54,603.102333
-91.90001,82,603.264759
-92.600006,75,603.529479
-91.5,86,603.529553
-94.8,53,603.998433
-94.9,52,604.327333
-94.5,56,604.408654
-94.9,52,605.338752
-92.8,73,605.876906
-94.700005,54,606.543144
-94.700005,54,607.999225
-94.8,53,608.180568
-94.9,52,609.010334
-92.600006,75,609.268281
-92.3,78,609.664546
-94.700005,54,610.142618
-92.50001,76,610.227998
-91.8,83,610.311243
-93.4,67,610.362634
-92.700005,74,610.549832
-94.8,53,610.629005
-93.3,68,612.364249
-94.700005,54,614.018836
-92.700005,74,614.114137
-92.700005,74,614.34462
-95.0,51,614.344808
-93.4,67,614.518906
-94.700005,54,614.518993
-94.700005,54,614.725814
-93.200005,69,614.921656
-93.5,66,615.914633
-93.3,68,616.195944
-91.3,88,617.439071
-94.8,53,618.494784
-94.8,53,618.584641
-94.5,56,618.962273
-91.700005,84,619.319678
-94.700005,54,619.396772
-93.5,66,619.797009
-93.5,66,620.17712
-92.700005,74,620.57472
-92.600006,75,620.685032
-93.700005,64,621.266221
-93.4,67,621.74018
-95.0,51,622.875847
-93.3,68,623.149361
-94.5,56,623.149429
-93.4,67,624.488005
-93.5,66,624.831789
-93.4,67,625.284425
-92.50001,76,625.539968
-93.4,67,625.701438
-94.700005,54,626.049835
-93.3,68,626.127963
-93.3,68,626.224777
-92.700005,74,627.292016
-93.4,67,628.313533
-93.5,66,628.55213
-92.700005,74,629.17565
-94.8,53,630.026738
-93.5,66,630.184436
-94.8,53,630.527688
-93.600006,65,630.57961
-93.600006,65,630.814487
-91.8,83,631.227303
-93.200005,69,631.874607
-92.9,72,631.982299
-92.700005,74,633.344917
-92.700005,74,634.594727
-94.5,56,634.645514
-92.200005,79,634.766444
-94.700005,54,635.331955
-93.5,66,635.668016
-93.5,66,635.938907
-91.600006,85,636.094335
-93.3,68,636.17649
-92.600006,75,637.346975
-93.3,68,637.512544
-93.200005,69,637.512639
-94.9,52,638.799794
-94.700005,54,638.993478
-92.600006,75,639.373479
-93.3,68,640.004814
-94.5,56,640.067556
-94.8,53,640.349475
-92.700005,74,641.791733
-94.600006,55,641.870524
-91.5,86,642.145448
-93.4,67,642.654323
-90.5,96,643.948411
-93.700005,64,644.271037
-94.8,53,644.45007
-91.5,86,644.540883
-92.700005,74,644.852117
-94.5,56,644.905374
-92.8,73,645.290268
-94.600006,55,646.386595
-91.4,87,647.05473
-94.700005,54,647.134471
-92.700005,74,648.029646
-94.600006,55,648.893317
-95.0,51,649.053444
-91.4,87,649.296178
-94.9,52,649.597942
-92.700005,74,649.98903
-92.700005,74,650.508493
-92.3,78,650.671025
-92.3,78,651.233392
-93.9,62,652.197334
-93.700005,64,652.320684
-92.700005,74,652.398824
-94.700005,54,652.398902
-94.700005,54,653.608052
-93.00001,71,654.616853
-94.5,56,654.969958
-93.5,66,655.126227
-92.3,78,655.207334
-92.700005,74,655.369213
-92.9,72,656.149435
-93.5,66,656.407964
-94.8,53,656.563902
-93.3,68,657.68835
-93.5,66,657.688432
-95.0,51,658.8489
-91.90001,82,658.928633
-94.9,52,659.549895
-92.700005,74,659.681759
-94.600006,55,660.017318
-93.8,63,660.585921
-93.3,68,660.760958
-93.3,68,662.108006
-92.8,73,662.264965
-94.3,58,662.458325
-94.700005,54,663.298023
-91.8,83,663.430987
-92.600006,75,663.911883
-94.700005,54,664.136267
-93.700005,64,664.26936
-94.8,53,664.425921
-93.5,66,664.960056
-94.700005,54,665.117328
-94.4,57,665.169281
-94.700005,54,666.478412
-94.8,53,667.614182
-92.8,73,667.878054
-93.3,68,667.87815
-94.8,53,668.050844
-93.5,66,668.560062
-94.5,56,668.560153
-94.8,53,668.560174
-95.0,51,669.118292
-93.5,66,669.435856
-94.700005,54,669.435948
-94.4,57,669.436003
-94.8,53,670.71374
-94.600006,55,672.739538
-93.3,68,672.869381
-93.4,67,673.029173
-93.4,67,673.171972
-92.8,73,673.483903
-92.700005,74,674.234156
-92.4,77,674.443516
-92.8,73,675.016306
-92.3,78,675.410622
-91.8,83,675.841037
-94.9,52,676.79551
-95.0,51,677.539793
-91.100006,90,677.688085
-93.5,66,678.076313
-94.9,52,678.269965
-92.9,72,678.897633
-86.79999,133,679.458338
-94.700005,54,679.739974
-91.700005,84,679.740065
-94.700005,54,680.163493
-93.4,67,680.392657
-91.90001,82,680.985839
-94.9,52,681.682069
-94.700005,54,682.060378
-94.700005,54,682.371812
-92.700005,74,682.70561
-91.90001,82,684.90501
-91.90001,82,685.422595
-93.5,66,685.557231
-92.8,73,685.918809
-94.700005,54,686.04338
-91.90001,82,686.274578
-94.700005,54,686.365914
-91.4,87,686.453048
-93.200005,69,686.566402
-94.8,53,686.71852
-91.200005,89,686.883479
-94.4,57,687.37174
-94.8,53,690.044912
-94.700005,54,690.311584
-94.700005,54,690.630445
-94.8,53,690.982861
-94.8,53,691.132054
-94.700005,54,691.374991
-91.90001,82,691.906614
-93.100006,70,692.066063
-93.5,66,692.521271
-92.700005,74,692.755939
-91.8,83,693.345447
-94.5,56,694.619368
-94.700005,54,694.700803
-91.200005,89,694.864381
-94.700005,54,695.34903
-94.700005,54,695.55304
-93.9,62,695.7079
-94.5,56,695.963159
-94.3,58,696.591853
-94.8,53,696.998814
-92.8,73,697.849339
-94.9,52,699.808793
-92.00001,81,699.808876
-90.8,93,699.928596
-93.600006,65,700.006392
-94.700005,54,700.167921
-94.8,53,700.716818
-93.3,68,700.878135
-90.7,94,702.119559
-90.4,97,702.342546
-92.8,73,702.789434
-90.7,94,702.78951
-92.9,72,703.600486
-94.700005,54,704.0638
-94.600006,55,704.113872
-94.8,53,705.038457
-93.700005,64,705.246283
-93.700005,64,705.456487
-92.9,72,705.868304
-93.3,68,706.417823
-94.8,53,706.417903
-94.600006,55,706.89189
-93.5,66,708.110917
-94.700005,54,708.516439
-94.8,53,709.158466
-91.90001,82,709.315846
-93.4,67,709.403605
-91.700005,84,710.270834
-94.9,52,710.458827
-94.9,52,710.458915
-92.700005,74,711.012474
-94.700005,54,711.091285
-91.700005,84,711.976377
-91.5,86,712.520633
-93.3,68,713.50656
-92.700005,74,714.310567
-93.3,68,714.553648
-94.4,57,714.691192
-94.5,56,714.768984
-94.700005,54,715.172548
-94.600006,55,715.332651
-91.700005,84,715.966424
-91.5,86,716.224336
-92.700005,74,716.341635
-92.700005,74,717.86729
-92.8,73,718.360305
-94.700005,54,718.698684
-94.600006,55,719.265702
-94.8,53,719.755045
-93.4,67,719.982948
-91.700005,84,720.286666
-93.3,68,720.446743
-94.700005,54,720.700093
-93.5,66,720.700177
-94.600006,55,720.859187
-93.700005,64,721.303129
-94.8,53,723.073418
-93.3,68,723.465251
-94.700005,54,724.118013
-92.700005,74,724.390728
-95.0,51,724.390814
-93.4,67,724.712378
-94.700005,54,724.995843
-94.600006,55,725.05773
-93.4,67,726.178324
-91.700005,84,726.806352
-91.200005,89,727.559987
-91.90001,82,727.798111
-93.3,68,728.279391
-94.600006,55,728.63239
-94.8,53,729.063199
-92.100006,80,729.666461
-93.5,66,729.848651
-92.700005,74,729.928991
-91.8,83,730.791446
-91.8,83,731.543671
-93.200005,69,731.543794
-94.700005,54,731.921029
-93.3,68,731.979742
-93.3,68,733.708359
-94.9,52,734.056562
-93.00001,71,734.339054
-91.5,86,734.339137
-92.9,72,734.942087
-93.5,66,735.144768
-94.700005,54,735.959751
-94.5,56,736.523784
-94.5,56,736.604783
-91.200005,89,736.852729
-92.700005,74,736.852839
-92.700005,74,737.495336
-94.700005,54,738.047568
-94.8,53,739.078116
-94.8,53,739.317878
-93.3,68,739.671569
-92.200005,79,740.309901
-92.50001,76,740.309988
-95.0,51,740.575905
-94.700005,54,740.724307
-93.4,67,741.203931
-93.200005,69,742.157165
-94.4,57,742.39705
-93.3,68,742.733791
-94.8,53,743.110336
-91.700005,84,743.357625
-94.700005,54,773.691849
-94.5,56,774.270058
-95.0,51,774.545831
-94.600006,55,774.892792
-94.8,53,775.091933
-91.4,87,777.677328
-93.4,67,777.756341
-91.600006,85,778.122276
-93.200005,69,778.23174
-95.100006,50,778.834523
-92.600006,75,778.97855
-92.700005,74,779.618064
-93.200005,69,779.831743
-91.600006,85,780.225686
-91.700005,84,780.352429
-92.700005,74,780.490483
-93.3,68,780.570736
-94.700005,54,782.458169
-94.700005,54,782.537626
-95.0,51,783.096743
-93.3,68,783.096841
-93.200005,69,783.278271
-93.700005,64,784.117851
-93.4,67,785.685616
-92.700005,74,785.685708
-92.9,72,785.685748
-93.4,67,785.784633
-93.200005,69,786.15146
-94.8,53,786.736652
-94.8,53,786.817008
-92.100006,80,786.872403
-94.8,53,787.323407
-94.600006,55,787.447618
-94.700005,54,787.529187
-94.8,53,789.941071
-94.700005,54,789.941149
-92.600006,75,790.022335
-94.600006,55,791.230733
-94.600006,55,791.322475
-92.9,72,791.431448
-92.600006,75,791.673351
-93.3,68,792.209459
-93.600006,65,792.71346
-91.200005,89,793.204402
-92.200005,79,793.999788
-94.600006,55,794.368323
-91.100006,90,794.572982
-94.9,52,795.307054
-93.3,68,795.390858
-92.4,77,795.949585
-93.4,67,796.445343
-93.200005,69,796.907057
-94.9,52,797.07443
-90.9,92,798.222584
-92.600006,75,798.273354
-90.8,93,798.997282
-92.700005,74,799.605523
-94.700005,54,799.698439
-92.8,73,799.698534
-93.4,67,800.028697
-91.4,87,800.180949
-92.200005,79,801.014566
-93.700005,64,801.689675
-92.600006,75,801.902851
-94.8,53,802.080353
-91.90001,82,802.856939
-92.700005,74,803.808209
-94.5,56,804.060756
-93.00001,71,804.532701
-94.600006,55,804.532867
-93.5,66,804.768391
-94.8,53,805.168931
-93.00001,71,805.647976
-94.5,56,806.124918
-91.0,91,806.900135
-93.5,66,807.368089
-92.50001,76,807.977317
-91.90001,82,809.350096
-94.8,53,809.741208
-92.3,78,809.97598
-92.8,73,810.217483
-92.8,73,810.217557
-92.600006,75,810.608833
-91.4,87,810.987506
-93.9,62,811.065931
-94.700005,54,811.565324
-91.700005,84,811.842862
-92.100006,80,813.070836
-94.700005,54,814.367325
-94.8,53,814.645131
-94.8,53,814.973557
-93.200005,69,815.060827
-90.8,93,815.141151
-93.100006,70,815.623363
-91.90001,82,815.719105
-92.600006,75,815.783654
-94.600006,55,815.783744
-92.8,73,816.626405
-93.600006,65,818.126418
-91.8,83,818.207437
-94.700005,54,818.579937
-94.700005,54,819.315546
-94.8,53,819.870364
-94.8,53,819.923049
-94.8,53,819.923134
-92.9,72,820.344778
-93.600006,65,820.754937
-93.9,62,821.424654
-91.100006,90,821.948573
-91.100006,90,822.04851
-94.8,53,822.128944
-92.700005,74,823.884283
-94.600006,55,824.072389
-94.600006,55,824.516577
-94.8,53,824.814945
-92.9,72,824.815055
-93.3,68,825.231872
-91.3,88,825.396698
-92.8,73,825.569969
-94.600006,55,825.750131
-94.8,53,826.304937
-94.700005,54,826.457793
-93.5,66,827.197711
-94.700005,54,828.209417
-93.5,66,829.284831
-94.5,56,830.16754
-92.8,73,830.328592
-94.700005,54,830.683914
-92.50001,76,830.763568
-94.9,52,831.296064
-92.600006,75,831.425569
-92.4,77,832.265857
-90.7,94,832.420414
-90.7,94,832.66199
-88.59999,115,833.743843
-92.3,78,834.259872
-93.4,67,834.487002
-94.700005,54,834.994047
-94.700005,54,835.520719
-93.4,67,835.520832
-92.8,73,835.852055
-92.8,73,836.412064
-94.8,53,836.707979
-92.600006,75,837.303357
-93.4,67,837.504491
-94.8,53,838.389467
-94.8,53,838.594612
-92.3,78,838.853623
-94.700005,54,839.185282
-94.9,52,839.606169
-92.600006,75,839.658455
-94.600006,55,840.749971
-93.200005,69,841.033965
-92.8,73,841.681012
-94.8,53,841.837264
-93.00001,71,842.486852
-94.4,57,843.385631
-95.100006,50,843.38571
-92.50001,76,843.513961
-93.3,68,844.044443
-93.5,66,844.363467
-92.50001,76,845.835704
-92.600006,75,845.835836
-94.700005,54,846.208754
-92.8,73,846.700187
-93.4,67,847.063604
-92.100006,80,847.470491
-94.700005,54,847.837814
-94.3,58,847.966472
-92.700005,74,848.426387
-92.600006,75,850.130404
-94.600006,55,850.353353
-91.3,88,850.498796
-92.3,78,850.656538
-94.700005,54,850.656609
-94.600006,55,851.23712
-94.8,53,851.468489
-92.700005,74,851.877684
-94.600006,55,852.521975
-94.8,53,852.786832
-92.200005,79,854.370408
-91.600006,85,854.576965
-94.600006,55,854.630785
-94.600006,55,854.940135
-94.600006,55,855.070626
-94.600006,55,855.79848
-94.700005,54,855.960972
-94.9,52,856.247128
-92.700005,74,856.81383
-94.8,53,856.969707
-91.3,88,857.941633
-92.8,73,858.822919
-94.700005,54,858.82303
-94.600006,55,859.067189
-93.700005,64,860.209645
-94.8,53,860.209764
-94.5,56,860.295066
-94.600006,55,861.341721
-91.700005,84,861.473536
-91.8,83,861.628575
-92.600006,75,862.261201
-92.9,72,862.562248
-94.5,56,863.253834
-93.200005,69,863.42155
-93.3,68,864.172001
-94.600006,55,864.580275
-94.5,56,864.662144
-92.9,72,864.757501
-93.00001,71,866.032817
-94.9,52,866.734342
-93.4,67,866.810369
-92.9,72,867.13288
-92.8,73,868.125374
-93.3,68,868.774017
-94.700005,54,869.120714
-89.899994,102,869.790979
-91.100006,90,870.706709
-91.90001,82,870.860323
-92.600006,75,870.860393
-94.700005,54,871.14289
-94.700005,54,871.480215
-91.5,86,871.561754
-93.5,66,871.977068
-94.8,53,872.299369
-90.7,94,873.554374
-93.5,66,874.033217
-94.8,53,875.324597
-92.8,73,875.664448
-95.0,51,875.664529
-91.90001,82,875.664549
-94.600006,55,876.522875
-92.700005,74,876.689774
-92.50001,76,877.545489
-91.5,86,877.675765
-94.8,53,877.729826
-90.8,93,878.172081
-94.600006,55,878.336178
-90.4,97,880.042994
-92.50001,76,881.604635
-94.9,52,881.604723
-93.600006,65,881.682033
-94.9,52,881.769713
-94.8,53,881.958295
-91.600006,85,882.113564
-92.700005,74,882.197267
-91.4,87,882.441139
-89.899994,102,883.665791
-93.200005,69,883.832151
-95.0,51,884.076056
-91.100006,90,885.38439
-94.8,53,885.930451
-94.5,56,886.133993
-94.8,53,886.556067
-93.9,62,886.823866
-93.100006,70,887.392546
-94.8,53,887.896434
-92.600006,75,888.029424
-93.00001,71,888.151756
-94.5,56,888.330457
-91.5,86,888.787485
-94.8,53,889.653375
-94.9,52,890.390841
-92.4,77,890.390922
-94.8,53,891.080381
-93.200005,69,891.54518
-93.3,68,892.114054
-94.4,57,892.698194
-92.8,73,893.298205
-93.600006,65,893.510531
-93.9,62,894.033808
-92.50001,76,894.505878
-94.600006,55,894.912556
-91.8,83,895.272457
-92.700005,74,895.905615
-92.600006,75,897.786258
-93.200005,69,897.874299
-90.9,92,898.069103
-91.8,83,898.069197
-94.4,57,898.166754
-94.8,53,898.566062
-93.100006,70,898.644712
-94.8,53,899.105911
-93.3,68,899.339991
-94.700005,54,899.999071
-92.50001,76,901.530376
-92.8,73,902.170206
-94.8,53,902.732828
-94.700005,54,903.860045
-92.9,72,904.026589
-92.700005,74,904.114212
-93.5,66,904.114316
-92.9,72,904.221605
-94.8,53,904.378209
-92.200005,79,904.835013
-92.8,73,904.835094
-92.700005,74,905.275461
-94.600006,55,907.094909
-94.8,53,908.306615
-94.8,53,908.30668
-94.600006,55,908.382194
-91.100006,90,908.725303
-91.8,83,908.821314
-94.8,53,908.979814
-94.700005,54,909.645041
-93.4,67,909.64512
-92.700005,74,909.863185
-92.50001,76,910.476364
-92.8,73,910.60451
-94.8,53,912.398064
-94.8,53,912.478672
-94.600006,55,912.960871
-94.5,56,912.960954
-93.5,66,913.337702
-94.8,53,913.475722
-91.600006,85,913.631732
-94.600006,55,913.809844
-94.8,53,914.183301
-92.50001,76,915.128942
-91.5,86,915.406381
-93.3,68,915.531766
-94.700005,54,916.490129
-94.8,53,917.631662
-93.3,68,917.715507
-93.5,66,918.154565
-94.700005,54,918.154634
-93.4,67,918.210761
-94.600006,55,918.683036
-92.600006,75,919.203936
-94.700005,54,919.424555
-92.4,77,919.6041
-94.8,53,920.58039
-93.700005,64,920.580477
-94.8,53,921.537096
-91.90001,82,921.62822
-95.0,51,921.799069
-94.9,52,921.993955
-92.8,73,923.136387
-94.600006,55,923.213268
-94.700005,54,923.459949
-93.200005,69,923.718264
-91.700005,84,924.403879
-94.600006,55,924.704444
-93.100006,70,924.821576
-93.3,68,925.84205
-94.700005,54,925.84209
-93.200005,69,927.452784
-94.700005,54,927.726511
-94.8,53,928.013115
-91.600006,85,928.393063
-94.9,52,928.557665
-91.3,88,928.794173
-92.9,72,928.898896
-94.8,53,929.130177
-91.8,83,929.848543
-94.9,52,929.952419
-92.700005,74,930.698398
-94.700005,54,931.93398
-92.4,77,932.118468
-94.600006,55,932.353103
-94.700005,54,932.539399
-94.8,53,933.390713
-94.700005,54,933.390793
-94.3,58,933.468057
-92.9,72,934.470095
-93.600006,65,935.376435
-92.100006,80,935.774864
-93.00001,71,935.774955
-94.8,53,936.222736
-94.700005,54,966.053386
-92.200005,79,966.497833
-94.9,52,966.832643
-93.700005,64,967.04865
-93.200005,69,967.048735
-94.5,56,967.29464
-94.9,52,967.95609
-93.200005,69,968.320428
-94.5,56,969.579933
-94.5,56,970.121464
-93.200005,69,970.312883
-94.700005,54,970.446495
-92.100006,80,971.522658
-94.8,53,972.203493
-92.8,73,972.440839
-94.600006,55,972.656607
-93.3,68,972.748706
-92.600006,75,972.86722
-92.3,78,973.292544
-92.3,78,973.292629
-94.600006,55,974.692358
-94.5,56,974.927395
-92.600006,75,975.868825
-93.4,67,977.109822
-94.700005,54,977.238675
-91.5,86,977.536744
-94.600006,55,977.536866
-93.200005,69,977.90696
-93.00001,71,978.674069
-92.600006,75,978.755912
-93.200005,69,979.142179
-92.8,73,979.385018
-94.5,56,979.472797
-95.0,51,981.443598
-91.8,83,981.60359
-94.700005,54,981.859391
-94.8,53,982.013194
-91.8,83,982.641955
-95.0,51,982.848974
-94.700005,54,983.259174
-93.4,67,983.569881
-92.8,73,983.651897
-94.600006,55,984.095169
-92.8,73,985.261631
-94.600006,55,986.130457
-94.700005,54,986.297018
-91.700005,84,986.600302
-93.3,68,987.110191
-94.8,53,987.412583
-94.600006,55,987.412668
-94.600006,55,988.165683
-92.50001,76,988.367362
-93.3,68,989.412281
-92.8,73,989.412358
-92.700005,74,990.358064
-94.700005,54,990.739674
-93.200005,69,991.063634
-94.700005,54,991.114216
-94.700005,54,991.785606
-92.700005,74,992.314068
-92.8,73,993.066401
-94.9,52,993.36166
-93.5,66,993.514662
-91.90001,82,993.595589
-94.600006,55,993.595663
-92.8,73,993.928706
-94.700005,54,994.881393
-93.00001,71,995.936129
-94.9,52,995.936207
-94.8,53,996.691902
-92.100006,80,997.486451
-94.700005,54,997.670658
-95.0,51,997.873474
-90.6,95,998.737144
-93.3,68,999.131897
-92.600006,75,1000.299324
-94.700005,54,1000.455633
-94.3,58,1000.757463
-92.50001,76,1001.316175
-90.7,94,1001.51064
-90.6,95,1001.590801
-94.700005,54,1002.006266
-92.50001,76,1002.951825
-94.5,56,1003.287817
-94.5,56,1003.7037
-92.700005,74,1003.781813
-92.700005,74,1003.938219
-93.9,62,1005.472558
-94.600006,55,1006.093083
-93.00001,71,1006.093167
-94.600006,55,1006.495875
-93.4,67,1006.708546
-92.00001,81,1007.352439
-92.8,73,1007.432723
-94.8,53,1007.588003
-94.700005,54,1008.218056
-92.8,73,1008.951218
-93.200005,69,1009.692834
-92.8,73,1009.791624
-93.4,67,1011.126382
-94.9,52,1011.90499
-93.4,67,1012.152784
-93.600006,65,1012.229976
-94.700005,54,1012.846304
-92.100006,80,1012.846371
-93.4,67,1013.051998
-94.700005,54,1013.460991
-90.8,93,1013.79382
-94.8,53,1014.052424
-94.600006,55,1014.292954
-92.00001,81,1014.415458
-94.8,53,1015.969503
-94.9,52,1016.78034
-94.600006,55,1017.278426
-93.200005,69,1017.522896
-94.600006,55,1017.784962
-91.3,88,1018.111191
-94.5,56,1018.188675
-92.8,73,1018.564629
-91.100006,90,1019.369718
-93.4,67,1019.669057
-93.00001,71,1019.794058
-92.8,73,1020.269587
-93.9,62,1021.179446
-94.5,56,1022.521837
-94.9,52,1022.607692
-95.0,51,1022.923932
-92.8,73,1023.002153
-92.700005,74,1023.840857
-94.700005,54,1024.01811
-94.9,52,1024.142144
-95.0,51,1024.142236
-92.8,73,1024.375682
-94.700005,54,1024.911832
-91.200005,89,1024.911925
-93.600006,65,1026.728356
-95.0,51,1027.227004
-94.9,52,1027.448326
-94.8,53,1028.2404
-92.8,73,1028.629892
-94.8,53,1028.710105
-93.5,66,1029.380198
-91.4,87,1029.787354
-92.600006,75,1030.18751
-93.4,67,1030.265901
-92.3,78,1031.070637
-94.4,57,1031.154324
-91.0,91,1031.446569
-94.700005,54,1031.446656
-94.4,57,1031.806096
-94.8,53,1032.750093
-93.00001,71,1033.754364
-94.600006,55,1034.025389
-94.600006,55,1034.431224
-92.700005,74,1035.145812
-91.3,88,1035.487425
-94.600006,55,1035.721146
-94.600006,55,1036.149539
-93.4,67,1036.530194
-92.8,73,1036.916497
-94.600006,55,1037.243861
-90.8,93,1037.678435
-91.90001,82,1038.035434
-94.5,56,1039.127435
-93.3,68,1039.719734
-92.600006,75,1039.940812
-93.4,67,1040.776643
-93.4,67,1041.315621
-94.8,53,1041.622526
-92.200005,79,1042.037282
-93.4,67,1043.080282
-92.50001,76,1043.080355
-94.600006,55,1043.519134
-93.200005,69,1043.65669
-91.0,91,1043.656777
-91.3,88,1043.708181
-94.5,56,1044.21717
-94.700005,54,1044.293652
-94.700005,54,1046.055482
-93.5,66,1046.588391
-92.4,77,1046.957488
-94.700005,54,1047.852231
-92.700005,74,1047.902973
-94.700005,54,1048.395381
-92.600006,75,1048.989129
-92.8,73,1049.402159
-92.700005,74,1049.402232
-92.8,73,1049.978005
-90.8,93,1050.399797
-95.0,51,1050.572709
-91.3,88,1050.572815
-94.5,56,1051.016211
-94.600006,55,1052.057483
-91.600006,85,1052.416738
-94.700005,54,1052.466803
-93.5,66,1052.888241
-94.600006,55,1053.566499
-93.3,68,1055.032995
-91.8,83,1055.264849
-93.5,66,1055.48562
-93.4,67,1055.485702
-93.4,67,1055.537873
-91.4,87,1055.969335
-94.700005,54,1056.524588
-92.4,77,1056.933635
-93.4,67,1057.016895
-93.00001,71,1057.941871
-92.3,78,1058.096019
-92.700005,74,1058.926793
-94.600006,55,1059.461347
-93.4,67,1060.123091
-93.5,66,1060.266037
-92.8,73,1060.419965
-94.700005,54,1060.910474
-92.700005,74,1061.581226
-91.90001,82,1061.659745
-92.600006,75,1062.29821
-94.700005,54,1062.418606
-92.50001,76,1062.910022
-92.8,73,1063.814627
-94.8,53,1064.556129
-92.3,78,1065.344274
-94.700005,54,1065.443871
-92.600006,75,1065.69244
-93.4,67,1066.046418
-94.600006,55,1066.213295
-92.700005,74,1066.45083
-95.0,51,1066.753292
-94.8,53,1066.753373
-93.3,68,1067.223805
-94.8,53,1067.421902
-94.8,53,1070.139965
-93.4,67,1070.19466
-91.90001,82,1070.750838
-94.600006,55,1071.109977
-94.700005,54,1071.240703
-92.600006,75,1071.671584
-93.5,66,1071.750064
-92.4,77,1071.971902
-94.5,56,1071.972002
-92.700005,74,1072.412872
-92.700005,74,1072.964345
-91.3,88,1074.474888
-94.700005,54,1075.405854
-92.700005,74,1075.985868
-92.8,73,1075.985954
-92.600006,75,1076.960764
-93.4,67,1077.056441
-91.8,83,1077.225541
-92.8,73,1077.428373
-92.700005,74,1077.667972
-93.00001,71,1077.792365
-93.4,67,1078.128452
-91.100006,90,1078.765824
-93.600006,65,1081.389568
-92.8,73,1081.469105
-91.600006,85,1081.469181
-93.4,67,1081.548504
-94.5,56,1081.920133
-93.9,62,1082.053658
-94.4,57,1082.117604
-94.9,52,1082.383996
-93.5,66,1082.540652
-92.4,77,1084.07021
-92.200005,79,1084.192901
-95.0,51,1085.450198
-94.9,52,1086.379419
-94.600006,55,1086.379514
-93.600006,65,1086.674924
-94.9,52,1086.762242
-93.4,67,1086.841856
-89.5,106,1087.366077
-92.600006,75,1087.485001
-93.00001,71,1087.787878
-92.700005,74,1088.353598
-92.8,73,1089.982036
-94.9,52,1090.466116
-94.8,53,1090.970006
-91.3,88,1091.123923
-92.8,73,1091.242849
-93.3,68,1091.693851
-93.200005,69,1092.255335
-91.90001,82,1093.086731
-93.3,68,1093.086819
-92.700005,74,1093.250015
-92.50001,76,1093.250086
-94.8,53,1094.126083
-92.600006,75,1094.229222
-94.700005,54,1095.546749
-94.8,53,1096.004747
-93.200005,69,1096.004909
-93.700005,64,1097.54755
-94.700005,54,1097.661222
-91.5,86,1097.986381
-91.5,86,1098.125929
-93.9,62,1099.217923
-92.8,73,1099.271443
-92.600006,75,1099.445596
-94.8,53,1100.246725
-91.200005,89,1100.338384
-91.600006,85,1101.106926
-93.4,67,1101.36385
-94.8,53,1102.387139
-91.4,87,1102.643747
-93.100006,70,1103.234025
-92.8,73,1103.389374
-91.8,83,1104.562418
-93.5,66,1104.562496
-94.600006,55,1104.79958
-93.3,68,1104.799652
-93.3,68,1104.961892
-94.700005,54,1105.510976
-94.8,53,1105.655119
-92.00001,81,1106.766819
-94.8,53,1107.3938
-92.700005,74,1108.142589
-92.8,73,1108.380347
-93.3,68,1108.697037
-94.8,53,1108.697107
-94.700005,54,1109.054839
-94.700005,54,1109.054914
-94.700005,54,1109.933926
-92.50001,76,1110.555424
-92.700005,74,1110.83856
-94.700005,54,1111.050526
-94.700005,54,1111.657213
-91.8,83,1112.12144
-94.8,53,1112.666364
-94.600006,55,1113.210152
-95.0,51,1113.210236
-93.100006,70,1113.812473
-93.5,66,1114.331026
-94.8,53,1114.974997
-94.600006,55,1116.015128
-90.8,93,1116.116191
-92.8,73,1116.334994
-93.4,67,1116.335081
-91.8,83,1116.509576
-94.5,56,1117.136231
-93.5,66,1117.360752
-94.8,53,1117.36086
-93.4,67,1118.472479
-94.9,52,1118.47256
-92.700005,74,1119.709366
-95.0,51,1120.250653
-92.700005,74,1121.042394
-93.100006,70,1121.780629
-93.3,68,1121.858407
-94.4,57,1121.911471
-93.100006,70,1121.995571
-92.9,72,1122.322627
-92.700005,74,1123.245595
-93.3,68,1123.918306
-91.4,87,1124.072195
-93.9,62,1124.646481
-91.700005,84,1125.322591
-93.5,66,1125.564101
-93.5,66,1127.312949
-94.8,53,1127.658726
-93.200005,69,1127.658833
-93.5,66,1127.737817
-92.700005,74,1127.818105
